Timestamp,String_ID,G_front,G_rear,T_cell,Voltage_V,Current_A,Label
'2025-01-14 15:42:55,2,503.83,75.57,36.87,27.07,3.7227,Shading
'2025-01-18 07:41:21,2,404.82,60.72,33.39,27.9,0.4917,Shading
'2025-01-11 12:34:51,2,885.06,132.76,44.87,75.82,5.2614,Healthy
'2025-01-27 14:31:29,2,722.96,108.44,43.46,71.61,0.0,Short Circuit
'2025-01-23 08:24:30,2,466.16,69.92,35.22,30.13,0.3714,Open Circuit
'2025-01-28 14:47:11,2,684.39,102.66,41.04,41.82,12.0089,Short Circuit
'2025-01-22 08:26:18,2,527.27,79.09,36.92,6.22,4.9902,Shading
'2025-01-23 08:27:09,2,521.17,78.18,37.58,33.03,5.6648,Healthy
'2025-01-27 08:42:22,1,503.7,75.56,36.36,9.86,8.8347,Short Circuit
'2025-01-06 10:47:02,2,885.21,132.78,44.78,70.46,6.4848,Healthy
'2025-01-04 15:14:46,2,513.65,77.05,34.46,43.99,0.0,Short Circuit
'2025-01-29 11:15:31,2,935.65,140.35,49.81,7.16,8.9586,Shading
'2025-01-02 08:58:47,1,585.03,87.75,39.34,4.36,0.467,Open Circuit
'2025-01-30 13:42:35,1,813.49,122.02,44.4,50.64,0.6507,Open Circuit
'2025-01-07 10:06:48,1,786.65,118.0,42.24,18.28,0.6288,Open Circuit
'2025-01-11 09:44:28,1,753.6,113.04,41.31,36.42,9.7108,Healthy
'2025-01-11 09:14:38,2,630.57,94.59,37.56,31.35,8.0637,Healthy
'2025-01-01 13:06:49,2,930.26,139.54,48.46,55.86,10.1976,Healthy
'2025-01-14 13:49:44,1,778.63,116.79,44.19,38.75,13.7047,Short Circuit
'2025-01-09 09:52:22,2,705.01,105.75,42.53,25.64,12.3997,Short Circuit
'2025-01-07 15:05:32,1,560.67,84.1,35.14,33.26,6.4609,Healthy
'2025-01-02 12:02:51,2,960.33,144.05,47.19,25.86,14.4121,Healthy
'2025-01-01 11:20:16,2,889.69,133.45,46.99,34.04,7.4672,Shading
'2025-01-22 10:27:13,1,794.92,119.24,42.95,21.86,7.143,Shading
'2025-01-29 12:03:49,1,906.54,135.98,49.02,51.22,10.4643,Healthy
'2025-01-13 14:44:16,1,658.51,98.78,39.82,73.32,0.0,Open Circuit
'2025-01-12 16:33:24,2,371.91,55.79,31.3,30.08,0.3588,Shading
'2025-01-30 15:41:32,1,469.85,70.48,33.28,25.1,8.2296,Short Circuit
'2025-01-19 13:12:15,2,898.88,134.83,48.47,27.38,13.2412,Healthy
'2025-01-29 12:20:49,1,927.27,139.09,49.6,35.23,12.9794,Healthy
'2025-01-22 13:36:00,1,874.17,131.12,46.95,43.99,6.5622,Shading
'2025-01-26 14:17:28,2,713.33,107.0,42.68,17.98,6.4822,Shading
'2025-01-23 14:16:01,1,719.62,107.94,43.47,61.89,0.56,Open Circuit
'2025-01-25 10:47:03,2,881.97,132.3,45.93,29.89,7.6359,Shading
'2025-01-21 08:57:29,1,618.14,92.72,37.92,30.81,7.895,Healthy
'2025-01-07 09:30:39,2,666.94,100.04,39.62,56.71,0.0,Short Circuit
'2025-01-04 08:37:52,1,549.99,82.5,36.79,17.4,9.6483,Short Circuit
'2025-01-07 07:48:02,1,417.41,62.61,33.81,8.41,0.3324,Open Circuit
'2025-01-23 12:58:08,1,856.67,128.5,45.83,57.48,0.6853,Open Circuit
'2025-01-18 08:04:13,1,406.93,61.04,31.06,31.15,3.5977,Healthy
'2025-01-30 15:50:50,2,396.46,59.47,33.23,11.84,6.9439,Short Circuit
'2025-01-12 10:44:59,1,915.55,137.33,46.57,58.87,2.6202,Short Circuit
'2025-01-23 10:57:28,2,908.81,136.32,46.45,56.26,0.7276,Open Circuit
'2025-01-21 10:34:41,1,827.36,124.1,46.02,64.14,0.7717,Shading
'2025-01-28 12:03:59,1,922.44,138.37,47.07,54.26,1.2398,Shading
'2025-01-11 15:09:14,2,583.79,87.57,38.74,20.27,0.4659,Open Circuit
'2025-01-04 12:09:33,2,991.1,148.66,50.81,18.32,0.7953,Open Circuit
'2025-01-30 15:12:31,2,531.79,79.77,35.74,28.04,9.3247,Short Circuit
'2025-01-08 14:30:48,2,674.16,101.12,40.5,64.13,0.0,Short Circuit
'2025-01-08 11:17:48,1,955.8,143.37,47.74,26.07,16.8497,Short Circuit
'2025-01-03 13:35:06,2,823.22,123.48,46.62,33.7,14.5051,Short Circuit
'2025-01-08 07:31:21,1,310.15,46.52,28.47,10.78,0.2464,Open Circuit
'2025-01-22 09:58:26,1,723.02,108.45,41.61,51.73,0.0,Short Circuit
'2025-01-08 10:46:24,1,885.36,132.8,45.79,4.05,8.4908,Shading
'2025-01-08 13:50:24,1,773.35,116.0,43.23,50.24,0.6182,Open Circuit
'2025-01-09 10:39:51,2,899.42,134.91,46.01,60.83,0.7195,Open Circuit
'2025-01-26 09:53:52,1,720.28,108.04,42.94,33.34,5.6777,Shading
'2025-01-30 16:57:24,1,251.64,37.75,28.06,10.69,3.4676,Healthy
'2025-01-26 09:42:19,1,674.5,101.17,40.59,69.92,0.1549,Shading
'2025-01-15 10:56:55,1,930.56,139.58,47.14,95.86,1.1298,Healthy
'2025-01-26 15:26:30,1,478.54,71.78,33.01,36.27,4.2421,Healthy
'2025-01-18 14:08:48,1,710.55,106.58,43.09,16.84,0.5682,Open Circuit
'2025-01-13 09:53:35,2,724.45,108.67,42.32,44.03,12.7189,Short Circuit
'2025-01-14 14:25:12,1,654.6,98.19,41.06,60.92,0.3643,Shading
'2025-01-11 08:38:33,2,565.49,84.82,36.71,54.78,0.0,Short Circuit
'2025-01-23 16:50:09,1,275.37,41.31,27.39,19.95,0.2185,Open Circuit
'2025-01-03 14:13:48,2,736.64,110.5,40.86,0.84,12.9462,Short Circuit
'2025-01-07 08:50:54,2,583.54,87.53,37.24,59.14,0.3613,Open Circuit
'2025-01-13 11:44:25,2,946.14,141.92,46.45,103.22,0.0,Short Circuit
'2025-01-03 07:53:40,1,434.6,65.19,33.38,25.05,0.6182,Shading
'2025-01-15 12:54:48,2,893.87,134.08,45.62,77.3,5.1019,Healthy
'2025-01-02 14:59:38,2,585.88,87.88,37.11,2.51,9.3313,Healthy
'2025-01-11 11:09:32,1,913.88,137.08,47.29,8.68,14.5283,Healthy
'2025-01-24 13:18:04,1,885.55,132.83,48.46,45.49,0.7098,Open Circuit
'2025-01-18 16:27:59,1,356.22,53.43,31.07,41.58,0.0,Open Circuit
'2025-01-29 11:42:43,2,958.49,143.77,47.76,69.94,0.7655,Open Circuit
'2025-01-22 15:54:34,1,440.72,66.11,34.04,8.14,7.722,Short Circuit
'2025-01-08 14:04:44,2,781.97,117.3,44.25,25.1,11.4242,Healthy
'2025-01-21 07:52:01,1,356.96,53.54,31.92,6.16,0.284,Open Circuit
'2025-01-03 09:18:43,1,607.87,91.18,39.04,45.85,0.4838,Open Circuit
'2025-01-23 16:08:50,1,431.18,64.68,31.56,25.14,7.5465,Short Circuit
'2025-01-11 13:16:06,1,831.95,124.79,44.32,92.05,0.0,Open Circuit
'2025-01-09 10:49:35,1,871.12,130.67,47.71,48.07,10.2704,Healthy
'2025-01-14 07:53:02,2,400.72,60.11,31.75,23.16,0.571,Shading
'2025-01-26 08:26:21,2,454.55,68.18,32.89,12.08,0.3618,Open Circuit
'2025-01-01 15:50:59,2,430.63,64.59,32.33,28.47,0.5475,Shading
'2025-01-30 10:55:23,1,855.89,128.38,45.46,62.05,0.0,Short Circuit
'2025-01-20 08:10:05,2,436.82,65.52,31.4,17.2,0.3475,Open Circuit
'2025-01-29 13:31:37,2,841.99,126.3,43.29,53.73,12.321,Short Circuit
'2025-01-29 13:17:27,1,860.68,129.1,45.77,47.2,15.1594,Short Circuit
'2025-01-24 10:49:00,2,928.55,139.28,46.71,2.74,8.9179,Shading
'2025-01-19 13:52:19,2,756.71,113.51,43.42,7.13,13.3143,Short Circuit
'2025-01-06 09:43:19,1,735.74,110.36,41.6,68.35,0.0,Short Circuit
'2025-01-21 16:37:09,1,283.36,42.5,28.95,31.99,0.257,Healthy
'2025-01-22 13:02:30,2,931.25,139.69,49.84,3.6,8.9512,Shading
'2025-01-17 13:02:11,2,867.5,130.13,46.65,42.22,0.6948,Open Circuit
'2025-01-24 15:22:59,2,518.04,77.71,36.05,17.13,4.529,Shading
'2025-01-22 10:44:58,2,825.55,123.83,46.49,41.82,0.6611,Open Circuit
'2025-01-03 10:38:28,2,847.6,127.14,47.41,73.83,0.0,Short Circuit
'2025-01-27 14:28:08,2,658.18,98.73,39.24,39.11,11.5578,Short Circuit
'2025-01-14 07:50:11,2,388.37,58.26,32.58,7.34,3.6082,Shading
'2025-01-23 15:36:09,2,481.82,72.27,34.19,47.06,0.2388,Shading
'2025-01-21 11:37:38,1,893.56,134.03,44.87,35.67,15.7323,Short Circuit
'2025-01-05 09:20:00,1,669.66,100.45,38.72,73.35,0.0999,Open Circuit
'2025-01-09 15:27:32,1,531.68,79.75,36.46,39.36,0.0,Short Circuit
'2025-01-02 11:58:46,2,986.94,148.04,48.93,63.32,10.0652,Healthy
'2025-01-03 16:31:16,1,380.82,57.12,31.88,37.9,0.1806,Shading
'2025-01-28 11:26:00,2,960.03,144.01,47.68,10.13,15.2354,Healthy
'2025-01-15 09:29:59,2,708.04,106.21,40.28,25.37,12.4404,Short Circuit
'2025-01-27 16:00:20,1,375.37,56.31,29.45,26.85,0.4416,Shading
'2025-01-22 08:23:50,1,536.65,80.5,36.76,57.29,0.2308,Open Circuit
'2025-01-28 10:54:29,1,929.94,139.49,46.95,31.87,16.388,Short Circuit
'2025-01-18 11:57:08,2,941.89,141.28,50.15,20.36,14.4857,Healthy
'2025-01-29 16:18:10,1,415.06,62.26,31.64,15.65,7.2646,Short Circuit
'2025-01-16 11:31:27,2,972.58,145.89,47.8,103.55,0.0295,Open Circuit
'2025-01-19 14:45:22,1,648.22,97.23,39.52,63.31,0.2797,Shading
'2025-01-05 11:19:38,2,908.05,136.21,45.48,28.84,7.9652,Shading
'2025-01-04 07:27:23,1,356.08,53.41,29.25,27.58,0.3749,Shading
'2025-01-11 11:32:38,2,954.97,143.25,47.25,54.56,1.3125,Shading
'2025-01-29 16:53:47,2,248.08,37.21,26.9,22.91,0.1785,Shading
'2025-01-01 12:38:11,1,916.02,137.4,48.57,79.66,0.5945,Shading
'2025-01-26 10:06:42,2,797.03,119.55,45.17,72.45,0.0,Short Circuit
'2025-01-20 13:50:32,1,783.51,117.53,43.52,77.17,2.3036,Healthy
'2025-01-18 07:35:29,1,331.06,49.66,30.69,5.78,3.0869,Shading
'2025-01-25 08:32:07,2,510.26,76.54,35.2,42.83,0.0,Short Circuit
'2025-01-04 08:53:45,1,530.69,79.6,36.23,39.63,0.5689,Shading
'2025-01-27 12:12:29,2,936.73,140.51,48.02,51.32,11.0692,Healthy
'2025-01-02 13:09:50,2,928.98,139.35,48.53,81.37,0.5845,Shading
'2025-01-27 08:12:04,2,439.8,65.97,33.36,50.84,0.0,Open Circuit
'2025-01-19 08:28:45,1,499.01,74.85,36.85,7.36,4.6931,Shading
'2025-01-04 08:03:09,2,444.5,66.68,32.01,12.5,0.3537,Open Circuit
'2025-01-09 13:59:06,2,776.22,116.43,44.97,85.69,0.0,Shading
'2025-01-04 12:04:37,1,997.48,149.62,50.43,5.36,17.6055,Short Circuit
'2025-01-21 14:30:42,2,700.78,105.12,42.18,78.34,0.0,Open Circuit
'2025-01-10 08:56:12,1,562.37,84.36,36.39,17.48,0.4484,Open Circuit
'2025-01-02 15:20:24,2,503.25,75.49,34.45,23.83,0.4009,Open Circuit
'2025-01-22 09:14:17,1,621.72,93.26,38.2,41.55,0.7628,Shading
'2025-01-30 11:07:25,1,889.52,133.43,44.76,52.05,10.0629,Healthy
'2025-01-19 15:22:16,2,482.52,72.38,36.4,43.34,2.8201,Healthy
'2025-01-23 12:12:25,1,959.16,143.87,50.1,9.47,15.2548,Healthy
'2025-01-22 07:12:42,1,279.63,41.94,30.24,24.79,0.2214,Shading
'2025-01-27 11:57:17,1,987.27,148.09,50.49,47.92,17.4258,Short Circuit
'2025-01-14 11:30:09,1,960.39,144.06,48.66,63.47,9.4761,Healthy
'2025-01-23 09:15:07,1,670.53,100.58,41.13,61.85,0.4994,Open Circuit
'2025-01-04 14:42:12,2,603.62,90.54,37.45,53.58,3.5605,Healthy
'2025-01-20 10:06:36,2,768.11,115.22,44.22,45.26,13.5163,Short Circuit
'2025-01-11 15:48:35,1,477.28,71.59,32.67,37.81,0.4711,Shading
'2025-01-09 14:05:50,2,737.14,110.57,40.12,6.07,7.0247,Shading
'2025-01-07 07:12:35,2,321.55,48.23,30.1,37.43,0.0,Open Circuit
'2025-01-24 08:18:19,2,423.94,63.59,31.56,20.56,7.4196,Short Circuit
'2025-01-12 08:49:55,2,578.32,86.75,35.64,1.74,5.527,Shading
'2025-01-08 08:31:39,2,534.73,80.21,36.11,53.73,1.7374,Healthy
'2025-01-21 11:45:51,1,966.42,144.96,50.2,47.18,17.0556,Short Circuit
'2025-01-17 14:31:51,1,725.22,108.78,43.45,52.83,0.7746,Shading
'2025-01-28 10:00:09,1,772.99,115.95,44.74,73.03,0.5434,Open Circuit
'2025-01-27 13:59:35,1,790.04,118.51,45.64,16.15,7.3197,Shading
'2025-01-22 13:23:49,1,847.88,127.18,45.58,89.15,0.229,Open Circuit
'2025-01-06 12:46:28,1,903.86,135.58,45.22,95.53,0.1892,Open Circuit
'2025-01-21 10:10:29,2,784.76,117.71,44.55,15.69,13.8149,Short Circuit
'2025-01-27 13:32:15,1,811.67,121.75,46.27,34.55,14.2994,Short Circuit
'2025-01-18 09:00:58,2,566.47,84.97,35.87,37.9,5.0642,Short Circuit
'2025-01-17 13:38:05,1,834.8,125.22,44.25,84.67,1.6906,Healthy
'2025-01-25 16:00:00,1,443.6,66.54,33.05,25.23,5.306,Healthy
'2025-01-04 08:04:08,2,424.43,63.67,34.65,12.95,6.2758,Healthy
'2025-01-02 15:21:12,1,540.23,81.03,35.84,34.19,5.8936,Healthy
'2025-01-05 16:41:41,2,278.24,41.74,29.27,1.52,0.2211,Open Circuit
'2025-01-09 07:57:52,1,379.13,56.87,30.34,32.43,0.3249,Shading
'2025-01-05 12:00:05,2,917.9,137.69,47.37,36.6,0.7354,Open Circuit
'2025-01-30 10:46:30,2,906.49,135.97,46.0,31.1,13.0408,Healthy
'2025-01-08 07:15:19,2,317.69,47.65,28.13,1.03,0.2523,Open Circuit
'2025-01-13 10:21:34,2,854.33,128.15,46.75,37.48,0.6843,Open Circuit
'2025-01-01 16:14:23,1,343.21,51.48,31.86,20.42,0.2731,Open Circuit
'2025-01-20 10:55:52,1,908.21,136.23,46.28,43.59,16.0003,Short Circuit
'2025-01-09 10:03:28,2,829.01,124.35,43.84,34.3,6.8045,Shading
'2025-01-27 13:40:26,1,821.42,123.21,46.36,50.76,0.6577,Open Circuit
'2025-01-30 15:23:36,1,561.55,84.23,37.3,29.95,4.158,Shading
'2025-01-20 08:55:16,1,623.21,93.48,40.02,42.06,0.7525,Shading
'2025-01-20 13:34:17,2,813.21,121.98,44.97,47.07,0.6508,Open Circuit
'2025-01-07 12:46:05,1,926.85,139.03,49.36,13.15,8.7606,Shading
'2025-01-07 08:32:13,2,524.89,78.73,37.2,29.83,0.4186,Open Circuit
'2025-01-17 16:08:45,2,356.68,53.5,31.83,27.29,0.0,Short Circuit
'2025-01-18 13:02:28,2,923.84,138.58,47.9,55.53,1.2159,Shading
'2025-01-05 10:46:11,2,879.47,131.92,47.66,36.26,0.7047,Open Circuit
'2025-01-07 13:49:32,1,764.56,114.68,43.08,57.48,6.4384,Healthy
'2025-01-03 11:09:42,1,929.35,139.4,47.36,42.58,0.7446,Open Circuit
'2025-01-28 15:02:45,1,568.0,85.2,37.17,64.87,0.0,Shading
'2025-01-04 08:27:00,1,472.11,70.82,33.32,1.99,8.2692,Short Circuit
'2025-01-22 08:13:21,1,441.16,66.17,31.57,51.08,0.0,Healthy
'2025-01-17 08:47:11,1,525.14,78.77,35.41,6.95,0.4185,Open Circuit
'2025-01-13 09:59:41,1,798.59,119.79,45.77,52.16,0.639,Open Circuit
'2025-01-24 14:30:32,1,706.71,106.01,40.01,15.8,12.4157,Short Circuit
'2025-01-22 16:02:31,1,459.05,68.86,34.65,1.17,0.3657,Open Circuit
'2025-01-23 08:56:31,1,624.6,93.69,36.97,11.76,0.4981,Open Circuit
'2025-01-28 16:52:57,2,290.67,43.6,30.58,5.44,2.7011,Shading
'2025-01-13 11:07:05,1,873.4,131.01,45.53,42.78,15.3818,Short Circuit
'2025-01-21 14:46:49,2,669.16,100.37,40.46,1.96,0.5345,Open Circuit
'2025-01-17 08:01:55,2,443.4,66.51,32.34,15.46,6.4003,Healthy
'2025-01-22 09:35:48,2,668.64,100.3,42.06,15.67,0.5344,Open Circuit
'2025-01-30 11:23:55,2,975.53,146.33,47.57,62.72,1.1961,Shading
'2025-01-07 14:57:44,2,567.73,85.16,35.49,52.3,0.4302,Open Circuit
'2025-01-24 11:14:14,1,914.13,137.12,49.02,78.85,5.0821,Healthy
'2025-01-07 08:42:04,2,544.21,81.63,36.43,38.61,0.6269,Shading
'2025-01-06 12:19:42,2,946.18,141.93,46.67,7.38,0.7578,Open Circuit
'2025-01-29 07:08:20,1,251.67,37.75,28.37,4.15,2.3511,Shading
'2025-01-20 13:05:57,1,910.61,136.59,47.33,77.66,0.0,Short Circuit
'2025-01-22 12:13:19,2,996.1,149.42,48.26,86.38,0.6453,Shading
'2025-01-05 14:17:00,1,770.67,115.6,41.72,31.32,0.6159,Open Circuit
'2025-01-04 12:29:39,2,895.73,134.36,47.12,61.56,0.7167,Open Circuit
'2025-01-23 11:43:22,2,896.85,134.53,45.7,28.68,13.0954,Healthy
'2025-01-18 11:19:47,1,946.97,142.05,49.3,15.68,0.7593,Open Circuit
'2025-01-14 16:35:48,1,355.27,53.29,31.38,29.91,0.3154,Shading
'2025-01-09 09:02:45,2,570.56,85.58,36.21,16.99,5.075,Shading
'2025-01-14 11:37:21,1,904.02,135.6,47.16,27.55,7.9896,Shading
'2025-01-08 15:01:26,1,614.76,92.21,39.14,67.45,0.0923,Open Circuit
'2025-01-26 14:45:03,1,662.16,99.32,40.1,30.09,8.794,Healthy
'2025-01-28 09:18:48,2,631.27,94.69,37.33,3.25,6.0291,Shading
'2025-01-20 16:23:52,2,344.94,51.74,29.0,12.15,6.0301,Short Circuit
'2025-01-28 16:53:49,2,296.85,44.53,30.86,32.92,0.0451,Shading
'2025-01-19 11:19:16,2,891.41,133.71,48.71,52.82,0.7145,Open Circuit
'2025-01-26 10:44:22,1,877.27,131.59,47.04,48.21,10.3807,Healthy
'2025-01-05 08:31:42,1,483.07,72.46,34.39,12.1,0.3848,Open Circuit
'2025-01-08 07:44:49,1,366.32,54.95,29.34,27.25,0.0,Short Circuit
'2025-01-29 07:58:36,2,375.07,56.26,30.33,39.21,0.2295,Open Circuit
'2025-01-12 16:45:30,2,322.34,48.35,30.09,28.24,0.2523,Open Circuit
'2025-01-17 16:31:48,2,380.18,57.03,30.85,16.43,3.1165,Shading
'2025-01-07 16:01:22,1,438.72,65.81,31.87,50.29,0.0,Short Circuit
'2025-01-25 15:21:32,2,481.95,72.29,35.27,31.29,0.6184,Shading
'2025-01-07 10:09:40,1,771.9,115.78,43.35,67.24,0.5377,Shading
'2025-01-24 13:30:23,1,834.72,125.21,45.45,65.36,0.7634,Shading
'2025-01-06 16:19:23,2,373.44,56.02,31.03,43.61,0.0,Shading
'2025-01-07 14:31:09,1,704.32,105.65,42.01,37.06,8.6782,Healthy
'2025-01-02 11:49:14,2,952.06,142.81,48.73,58.74,0.763,Open Circuit
'2025-01-18 11:24:01,2,937.38,140.61,47.82,5.67,8.9851,Shading
'2025-01-21 11:23:41,1,909.41,136.41,47.46,13.52,14.2924,Healthy
'2025-01-27 11:43:14,2,935.32,140.3,46.13,21.96,0.7489,Open Circuit
'2025-01-22 07:28:42,1,368.76,55.31,30.55,14.84,5.1493,Healthy
'2025-01-26 12:41:33,2,889.99,133.5,46.22,44.16,15.679,Short Circuit
'2025-01-18 08:45:04,2,575.4,86.31,38.58,48.6,0.4714,Shading
'2025-01-12 07:50:42,2,370.02,55.5,29.3,30.15,0.2925,Open Circuit
'2025-01-22 16:18:45,1,328.6,49.29,28.36,32.84,0.1626,Shading
'2025-01-27 15:35:57,1,453.04,67.96,33.48,47.11,0.1438,Shading
'2025-01-27 13:44:48,1,787.4,118.11,44.31,58.39,6.7428,Healthy
'2025-01-08 15:12:58,2,545.48,81.82,37.47,12.2,5.0136,Shading
'2025-01-04 11:42:22,2,909.46,136.42,47.01,75.34,0.7135,Open Circuit
'2025-01-16 10:18:12,2,841.31,126.2,46.63,5.17,0.6738,Open Circuit
'2025-01-28 14:12:50,1,742.44,111.37,40.77,21.2,13.0477,Short Circuit
'2025-01-02 08:03:35,1,441.71,66.26,31.51,50.14,0.0431,Open Circuit
'2025-01-16 09:08:25,1,631.61,94.74,40.42,44.11,0.0,Short Circuit
'2025-01-21 08:19:35,1,505.0,75.75,34.09,27.22,0.4022,Open Circuit
'2025-01-06 10:14:32,1,787.02,118.05,43.98,68.96,0.5323,Shading
'2025-01-07 10:42:37,1,872.13,130.82,44.59,60.44,8.2336,Healthy
'2025-01-26 10:56:59,2,917.71,137.66,48.28,29.07,16.1821,Short Circuit
'2025-01-24 16:30:48,2,304.81,45.72,29.98,23.6,0.2417,Open Circuit
'2025-01-29 11:44:16,2,949.92,142.49,47.08,32.59,8.194,Shading
'2025-01-04 16:28:08,2,355.4,53.31,32.38,17.98,2.7347,Shading
'2025-01-01 11:06:54,1,881.03,132.15,45.27,87.05,0.5188,Open Circuit
'2025-01-28 12:24:26,1,900.29,135.04,46.43,96.5,0.011,Shading
'2025-01-05 13:21:30,2,848.01,127.2,46.53,50.76,1.1274,Shading
'2025-01-09 10:35:59,1,840.5,126.08,43.5,44.9,10.1973,Healthy
'2025-01-07 11:46:39,2,928.88,139.33,48.88,25.14,13.9353,Healthy
'2025-01-12 12:09:21,2,915.22,137.28,45.7,18.26,8.4905,Shading
'2025-01-10 13:57:24,2,756.06,113.41,44.65,55.27,0.6035,Open Circuit
'2025-01-14 11:05:22,1,918.57,137.79,47.66,6.85,14.6493,Healthy
'2025-01-13 10:01:53,1,803.23,120.48,43.48,32.96,11.0247,Healthy
'2025-01-08 14:42:38,1,604.14,90.62,37.92,25.51,0.482,Open Circuit
'2025-01-01 09:30:31,2,709.22,106.38,43.2,31.34,0.5672,Open Circuit
'2025-01-10 10:37:32,1,903.54,135.53,48.29,70.84,0.0,Short Circuit
'2025-01-04 12:29:04,1,982.52,147.38,48.44,5.16,15.7128,Healthy
'2025-01-04 13:47:47,1,818.64,122.8,46.49,14.6,0.6556,Open Circuit
'2025-01-17 14:21:21,1,677.1,101.56,38.81,73.59,0.4436,Healthy
'2025-01-19 12:55:37,1,894.46,134.17,47.51,77.94,0.0,Short Circuit
'2025-01-13 08:19:16,2,486.45,72.97,34.84,17.0,0.3876,Open Circuit
'2025-01-27 07:16:27,1,309.31,46.4,30.2,10.32,0.2459,Open Circuit
'2025-01-09 11:10:35,1,874.37,131.16,45.4,0.25,0.6999,Open Circuit
'2025-01-18 08:38:12,2,551.35,82.7,35.42,21.5,9.6663,Short Circuit
'2025-01-10 08:59:49,2,583.48,87.52,39.37,61.34,0.0,Short Circuit
'2025-01-06 10:38:30,2,848.37,127.26,45.15,16.42,13.1456,Healthy
'2025-01-08 16:26:15,2,364.12,54.62,32.44,5.1,6.3753,Short Circuit
'2025-01-28 10:45:09,1,897.11,134.57,45.28,97.35,0.0,Open Circuit
'2025-01-24 07:32:28,1,333.77,50.07,28.62,9.6,4.9776,Healthy
'2025-01-13 14:10:23,1,717.6,107.64,41.39,69.0,0.4972,Open Circuit
'2025-01-29 13:19:11,1,885.6,132.84,45.55,72.66,0.0,Short Circuit
'2025-01-14 14:36:31,1,682.24,102.34,41.41,26.41,0.5452,Open Circuit
'2025-01-03 12:57:40,2,940.06,141.01,47.08,62.75,0.7524,Open Circuit
'2025-01-22 07:55:07,2,371.23,55.69,31.16,29.2,0.2943,Open Circuit
'2025-01-26 14:27:14,2,685.32,102.8,39.17,35.93,5.0954,Shading
'2025-01-29 16:39:43,2,343.03,51.45,29.07,39.83,0.0,Healthy
'2025-01-07 13:01:05,1,947.21,142.08,49.65,1.63,15.1892,Healthy
'2025-01-21 15:20:31,1,550.38,82.56,36.7,61.52,0.0,Short Circuit
'2025-01-02 10:29:50,2,825.23,123.78,46.28,4.57,14.5384,Short Circuit
'2025-01-13 08:07:30,2,405.65,60.85,31.78,7.81,7.1004,Short Circuit
'2025-01-21 16:27:59,2,327.8,49.17,29.82,2.27,0.2606,Open Circuit
'2025-01-10 12:31:01,2,984.05,147.61,48.24,79.09,0.8158,Shading
'2025-01-26 09:14:22,2,634.2,95.13,38.9,25.1,11.1363,Short Circuit
'2025-01-15 10:36:10,2,902.89,135.43,48.46,86.45,2.8723,Healthy
'2025-01-11 12:22:08,1,989.25,148.39,48.8,44.23,7.835,Shading
'2025-01-03 15:17:40,2,548.21,82.23,37.05,9.04,5.1331,Shading
'2025-01-07 11:22:58,1,903.36,135.5,48.68,22.4,13.7037,Healthy
'2025-01-25 12:33:45,1,974.21,146.13,47.41,19.45,0.7805,Open Circuit
'2025-01-05 15:36:53,2,478.55,71.78,33.76,53.19,0.1077,Open Circuit
'2025-01-25 13:25:51,1,807.36,121.1,44.92,34.91,10.8692,Healthy
'2025-01-14 10:29:27,2,804.53,120.68,42.2,19.41,0.6431,Open Circuit
'2025-01-23 08:37:01,2,537.15,80.57,36.79,25.39,9.4231,Short Circuit
'2025-01-28 16:12:06,1,424.26,63.64,33.0,13.16,6.2565,Healthy
'2025-01-14 11:17:37,2,962.18,144.33,49.56,55.48,16.9706,Short Circuit
'2025-01-29 14:19:55,2,757.44,113.62,44.26,41.73,1.0826,Shading
'2025-01-14 16:59:39,2,265.16,39.77,26.11,19.96,0.2967,Shading
'2025-01-21 10:12:11,2,801.59,120.24,42.34,87.01,0.0591,Open Circuit
'2025-01-23 10:33:32,2,829.0,124.35,44.18,86.82,0.1108,Shading
'2025-01-15 11:33:16,2,913.93,137.09,45.52,33.63,12.9244,Healthy
'2025-01-03 14:52:22,2,659.88,98.98,38.15,50.52,0.5246,Open Circuit
'2025-01-26 07:14:00,1,262.37,39.35,28.12,5.24,0.2084,Open Circuit
'2025-01-16 07:42:07,1,393.63,59.04,30.09,26.91,4.0566,Healthy
'2025-01-02 12:19:21,1,970.56,145.58,49.82,60.84,12.417,Short Circuit
'2025-01-27 07:22:01,1,281.38,42.21,27.85,30.68,0.0,Short Circuit
'2025-01-04 07:46:20,2,402.39,60.36,30.69,27.21,5.6406,Short Circuit
'2025-01-20 13:52:50,1,822.49,123.37,44.05,37.08,14.4758,Short Circuit
'2025-01-26 10:53:38,2,924.47,138.67,46.68,9.24,14.6805,Healthy
'2025-01-24 09:16:42,2,679.52,101.93,41.05,67.28,0.4358,Open Circuit
'2025-01-07 14:32:49,1,691.41,103.71,39.9,17.84,10.4409,Healthy
'2025-01-26 12:40:48,1,958.24,143.74,48.84,16.13,0.7682,Open Circuit
'2025-01-28 16:44:07,2,290.71,43.61,29.34,10.75,5.0829,Short Circuit
'2025-01-01 09:42:36,1,705.47,105.82,40.06,71.9,0.395,Open Circuit
'2025-01-06 09:16:18,2,637.33,95.6,39.71,0.63,0.5089,Open Circuit
'2025-01-03 12:34:50,1,954.96,143.24,47.67,85.66,0.5428,Shading
'2025-01-27 12:00:52,2,932.43,139.86,47.78,74.37,6.6345,Healthy
'2025-01-25 07:48:54,2,345.22,51.78,29.63,21.15,0.4738,Shading
